Dato,Antal Aktive minutter,Kalorier (kcal),Distance (m),Hjertepoint,Hjerteminutter,Gennemsnitlig hastighed (m/s),HÃ¸jeste hastighed (m/s),Laveste hastighed (m/s),Antal skridt,Varighed af Gang (ms)
2021-10-13,131,430.4217450618744,11581.697043418884,135.0,127,1.179491755699506,1.7243857383728027,0.7047748565673828,15697,5585863
2021-10-14,61,272.5585136413574,4625.906627655029,49.0,49,1.1514496225946858,1.5961284637451172,0.7165205478668213,6473,3537169
2021-10-15,153,699.6690998077393,12419.221138000488,126.0,126,1.330161781173356,1.5105146169662476,0.8807950615882874,17245,9080061
2021-10-16,99,452.227152466774,7286.564091682434,66.0,66,0.9375752731186646,1.4341825246810913,0.7121638059616089,10347,5868846
2021-10-17,124,563.8398356437683,10661.07230758667,113.0,113,1.0315224196771664,1.588752031326294,0.7850912809371948,14504,7317316
2021-10-18,117,529.8972260951996,10513.525039672852,111.0,111,1.3068912935503292,1.5764883756637573,0.7455520033836365,14102,6876821
2021-10-19,92,419.92453849315643,7126.699359893799,77.0,77,1.1668271772803505,1.4598870277404785,0.7125539779663086,10043,5449634
2021-10-20,32,146.7418919801712,1999.5637950897217,9.0,9,0.9784091698164064,1.3677524328231812,0.718244731426239,2990,1904365
2021-10-21,125,567.25954413414,7429.110427856445,24.0,24,0.9704725032874284,1.262756586074829,0.6665267944335938,11305,7361696
2021-10-22,98,447.31811302900314,7334.137860298157,67.0,66,1.0528465950972994,1.7102196216583252,0.745607316493988,10396,5805138
2021-10-23,201,919.3023767471313,16306.812421798706,181.0,181,1.1941400691734816,1.5115768909454346,0.6480827331542969,22540,11930385
2021-10-24,116,524.3772859573364,9176.950092315674,92.0,92,1.2237349756441653,1.5908238887786865,0.7067341804504395,12695,6805185
2021-10-25,117,534.4588494300842,10120.107552528381,114.0,114,0.9740182980270969,1.5517425537109375,0.6896578073501587,13770,6936020
2021-10-26,139,630.2699298858643,11243.132415771484,115.0,115,1.2295495828521923,1.4950696229934692,0.9614087343215942,15592,8179423
2021-10-27,91,417.7338604927063,7186.057447433472,67.0,67,0.955478049063425,1.5946155786514282,0.6691322326660156,9877,5421204
2021-10-28,84,394.8589515686035,7518.7181396484375,84.0,84,1.4803726407975517,1.4994250535964966,1.4486095905303955,10179,5045114
2021-10-29,153,702.4182614088058,12558.259868144989,132.0,132,0.9851737410319249,1.5413867235183716,0.6106694340705872,17356,9115739
2021-10-30,169,772.1947032213211,13530.542004108429,155.0,155,1.1136357967058044,1.4842932224273682,0.7598372101783752,18841,10021273
2021-10-31,100,451.6978710889816,9121.861711502075,93.0,93,1.3632525612430937,1.6364833116531372,1.0770957469940186,12157,5861977
2021-11-01,87,392.555029630661,7658.561169624329,92.0,83,1.2359799929271644,1.7129437923431396,0.7315766215324402,10326,5094442
2021-11-02,90,403.287406206131,6479.494581222534,70.0,70,1.0243665170554623,1.3802074193954468,0.6583239436149597,9192,5233723
2021-11-03,93,430.4008820652962,8036.340882778168,91.0,91,1.1107346997821435,1.5275357961654663,0.7756074666976929,10988,5585592
2021-11-04,101,456.38599640130997,8138.545480728149,88.0,88,1.2668434682755676,1.5066580772399902,0.9275765419006348,11297,5922818
2021-11-05,97,439.3806264400482,7780.4286823272705,83.0,83,1.2790324202981933,1.5054833889007568,0.7581181526184082,10798,5702128
2021-11-06,147,673.9826439619064,11371.943170070648,136.0,136,1.144542564229517,1.3613637685775757,0.696395754814148,16076,8746711
2021-11-07,96,431.5851482152939,7057.040614128113,76.0,76,0.9827258539146959,1.499262809753418,0.7259520292282104,10040,5600961
2021-11-08,95,433.8996161222458,8742.827838420868,93.0,93,1.5623173730629798,1.5897098779678345,1.4604263305664062,11674,5630997
2021-11-09,194,884.9345502853394,16307.708801269531,170.0,170,1.324247387024077,1.5617989301681519,0.7840791940689087,22378,11484371
2021-11-10,117,532.9702303409576,9582.670301437378,113.0,113,1.330938301399797,1.460051417350769,0.7920676469802856,13274,6916701
2021-11-11,19,85.27752715349197,1435.2656784057617,17.0,17,1.233105009232481,1.4436304569244385,0.7623718976974487,2026,1106702
2021-11-12,89,407.20455771684647,7858.822763442993,87.0,87,1.48561559401468,1.494457721710205,1.4722900390625,10647,5284558
2021-11-13,102,471.8909724652767,9095.736456394196,102.0,102,1.477830406542331,1.5673590898513794,1.3196827173233032,12322,6124036
2021-11-14,118,540.3397505283356,10344.084702968597,116.0,116,1.484196743590302,1.5335055589675903,1.4114880561828613,14050,7012340
2021-11-15,92,425.0635268688202,7927.404067993164,89.0,89,1.2248518115935196,1.4637356996536255,0.8562812209129333,10854,5516326
2021-11-16,107,488.77453994750977,9338.258895874023,101.0,101,1.3125844278788101,1.5320879220962524,0.763337254524231,12682,6343145
2021-11-17,88,405.6477076411247,7642.942208766937,87.0,87,1.311347018111297,1.4634687900543213,0.6967469453811646,10432,5264354
2021-11-18,22,99.26219034194946,1792.2451782226562,20.0,20,1.3255923415735127,1.4901121854782104,1.215882658958435,2480,1288190
2021-11-19,114,443.4096277952194,9993.253237724304,112.0,112,1.3027010364443712,1.5911998748779297,0.7184592485427856,13597,5754415
2021-11-20,105,480.0621654391289,9375.36172246933,88.0,88,1.3189069388785217,1.6376352310180664,0.9208399653434753,12623,6230079
2021-11-21,152,710.6170027405024,12533.603102326393,132.0,132,1.064612977457907,1.4914458990097046,0.7123302221298218,17392,9222139
2021-11-22,92,424.6444470882416,8425.824256420135,90.0,90,1.2322627292002766,1.6101844310760498,0.7164454460144043,11304,5510887
2021-11-23,90,404.1544437408447,7433.347274780273,84.0,84,1.337066822349985,1.5757979154586792,1.1738969087600708,10219,5244975
2021-11-24,94,420.0774898529053,7840.494445800781,87.0,87,1.31937572755356,1.5800217390060425,0.9436988830566406,10731,5451619
2021-11-25,58,247.98780393600464,4001.4997272491455,48.0,48,1.2447904223581279,1.4860621690750122,0.9398518800735474,5739,3218299
2021-11-26,96,431.13153767585754,8532.32663345337,90.0,90,1.4045608343483924,1.5992051362991333,0.7873966693878174,11451,5595074
2021-11-27,127,583.1038693487644,10930.831326007843,116.0,113,1.3159199556766146,1.7913792133331299,0.6823299527168274,14912,7567318
2021-11-28,75,343.76771277189255,6482.853155136108,84.0,54,1.3069099037137268,1.964211106300354,1.016701102256775,8760,4461297
2021-11-29,94,437.59147346019745,8055.58827829361,80.0,80,1.2054360776020687,1.527260184288025,0.7548261880874634,11023,5678909
2021-11-30,81,364.96061408519745,8289.524543762207,126.0,69,1.2563043187276677,1.9974644184112549,0.8348210453987122,10532,4736331
2021-12-01,51,236.3616600036621,3336.4459342956543,31.0,31,1.0038511895567805,1.3727189302444458,0.6734660267829895,4861,3067419
2021-12-02,106,484.9254585057497,9689.223123073578,143.0,92,1.1775947944569611,1.7092560529708862,0.6991845369338989,12930,6293193
2021-12-03,97,435.19226455688477,7137.591255187988,57.0,57,1.2019035181725566,1.6189111471176147,0.8203107714653015,10099,5647773
2021-12-04,136,617.9654546380043,10977.013926506042,106.0,106,1.1071098816152332,1.5611047744750977,0.7252529859542847,15193,8019740
2021-12-05,79,358.70815229415894,6364.0476150512695,66.0,34,1.077642024100406,1.9760774374008179,0.8506875038146973,8656,4655189
2021-12-06,129,588.5241889953613,11028.739868164062,126.0,126,1.4098845555920907,1.5899561643600464,1.1790739297866821,15078,7637661
2021-12-07,90,403.61990761756897,7710.39453125,95.0,69,1.0580499091923683,2.0072548389434814,0.4265308082103729,10141,5238038
2021-12-08,42,192.67832815647125,2399.908995628357,9.0,9,1.0096186221504129,1.1854262351989746,0.7020648717880249,3705,2500512
2021-12-09,89,398.76620039343834,7609.546669006348,105.0,63,1.1921028487085206,1.710411548614502,0.684882640838623,10288,5175048
2021-12-10,108,498.85919761657715,9160.372589111328,104.0,104,1.2077882708263965,1.509448528289795,0.7217432856559753,12576,6474020
2021-12-11,122,447.8227958679199,10971.1376953125,119.0,119,1.5153501102108524,1.5234116315841675,1.5106874704360962,14772,5729112
2021-12-12,95,436.14542520046234,8000.48477935791,72.0,72,1.1514979828108425,1.6149979829788208,0.7713007926940918,10942,5660143
2021-12-13,131,598.8797588348389,10023.65219116211,89.0,89,1.229897896933245,1.519556999206543,0.881272554397583,14118,7772052
2021-12-14,134,604.6032218933105,10768.242385864258,144.0,120,1.206586859843427,1.9806830883026123,0.8837245106697083,14859,7846329
2021-12-15,106,486.18175637722015,8352.34359884262,80.0,80,1.2749238597541457,1.5020017623901367,1.0665807723999023,11720,6309497
2021-12-16,111,501.069987654686,7332.972206115723,48.0,48,1.1934540221079217,1.318354845046997,0.7485446929931641,10811,6502711
2021-12-17,98,446.9537253379822,6752.046607971191,72.0,72,1.2206738720087895,1.3775358200073242,0.864952564239502,9855,5800409
2021-12-18,108,495.1589080095291,8622.947648525238,98.0,98,1.1775334988026183,1.4957410097122192,0.7932767271995544,12063,6425999
2021-12-19,96,422.38270592689514,6958.999858856201,75.0,75,1.0844292241819617,1.5342981815338135,0.7253679037094116,9882,5481535
2021-12-20,112,510.5614652633667,9455.811034202576,109.0,109,1.373616999395746,1.5297075510025024,1.125938892364502,12961,6625888
2021-12-21,56,259.63227665424347,5926.364243507385,85.0,51,1.3036466769905033,2.1240615844726562,0.7892335653305054,7498,3369417
2021-12-22,117,535.6393216848373,10304.161521911621,106.0,106,1.2440818855386568,1.5458365678787231,0.78802490234375,13955,6951340
2021-12-23,30,131.90330719947815,1749.0460329055786,2.0,2,1.006778496622795,1.2425286769866943,0.8510250449180603,2660,1711795
2021-12-24,49,215.2751756310463,2442.065496444702,,,0.8563387916110146,1.0820512771606445,0.6988106369972229,3831,2793766
2021-12-25,55,246.3707127571106,4967.64239692688,55.0,35,0.9369031806398732,2.2823734283447266,0.7799737453460693,6453,3197313
2021-12-26,29,134.09569549560547,1584.302900314331,,,0.8988825048754682,1.0428942441940308,0.7781230211257935,2490,1740247
2021-12-27,76,344.7884625196457,6199.081063270569,60.0,60,0.9233365112364732,1.6120058298110962,0.7288765907287598,8526,4474544
2021-12-28,72,321.5385511517525,3952.580014228821,,,0.9147905623779998,1.0081287622451782,0.80572509765625,6153,4172815
2021-12-29,124,571.8799397349358,10402.06259727478,88.0,88,1.1083735168496862,1.6020283699035645,0.8016281127929688,14240,7421658
2021-12-30,47,203.11126232147217,2598.863250732422,12.0,12,0.9556020522436928,1.135871410369873,0.8374662399291992,3982,2635907
2021-12-31,105,470.8357068300247,5421.142023086548,,,0.8946392408787001,1.0305687189102173,0.804942786693573,8557,6110341
2022-01-01,49,219.30525594949722,2997.228651046753,23.0,23,0.9203612849448104,1.1912858486175537,0.6151180863380432,4501,2846067
2022-01-02,49,220.98800420761108,2672.4966583251953,,,0.9227494965865349,1.0544945001602173,0.8467708826065063,4175,2867905
2022-01-03,51,231.6482710838318,3394.128770828247,41.0,41,1.0680544526388516,1.3105032444000244,0.746469259262085,4972,3006250
2022-01-04,138,628.9213333129883,12818.908142089844,225.0,122,1.1386054547797033,1.6774905920028687,1.023133397102356,17008,8161921
2022-01-05,119,548.2685203552246,9925.662353515625,92.0,92,1.4271662235974152,1.6188349723815918,1.0929712057113647,13700,7115237
2022-01-06,94,432.31463515758514,9350.997467041016,124.0,84,1.077068368022141,2.0239903926849365,0.9502698183059692,12107,5610428
2022-01-07,137,625.3567941784859,12204.891489982605,132.0,132,1.1961517103164987,1.5377331972122192,0.7610393166542053,16468,8115662
2022-01-08,91,413.52769589424133,7353.952666282654,88.0,88,1.3342760969111211,1.4722161293029785,1.222699761390686,10222,5366618
2022-01-09,74,338.5726013183594,7878.145355224609,141.0,73,1.7417389972688866,1.877588152885437,1.3768151998519897,10015,4393877
2022-01-10,157,719.7716104984283,13461.361511230469,136.0,136,1.1289572501346334,1.5166319608688354,0.6515235304832458,18375,9340944
2022-01-11,134,612.0985751152039,12050.307433605194,170.0,127,1.2945011535815716,1.9031100273132324,0.8347986936569214,16129,7943601
2022-01-12,104,475.4971923828125,8694.009307861328,85.0,85,1.3268273267128163,1.5320345163345337,0.9929811358451843,11951,6170836
2022-01-13,105,482.63767421245575,8473.239388465881,86.0,86,1.1703210635420336,1.5050617456436157,0.8796572685241699,11786,6263503
2022-01-14,113,521.5418099164963,8037.066798210144,73.0,73,0.9459753720658639,1.417427659034729,0.7501015067100525,11600,6768387
2022-01-15,81,378.6907486319542,8563.52519416809,129.0,71,1.2016995208165164,2.405667781829834,0.6790701746940613,10855,4914516
2022-01-16,169,765.8677067756653,12539.965980529785,111.0,111,1.3170969928597827,1.572387933731079,0.944318413734436,17829,9939163
2022-01-17,130,586.5803883075714,8586.376054763794,58.0,58,1.0220284609651287,1.48829984664917,0.699976921081543,12643,7612435
2022-01-18,161,737.5433149337769,13906.031219482422,173.0,152,1.250708815423382,1.6615585088729858,0.7207707166671753,18943,9571579
2022-01-19,111,514.7477444410324,9285.201225280762,103.0,103,1.3253954446441487,1.4798717498779297,1.1145386695861816,12846,6680216
2022-01-20,111,482.3664526939392,6710.92328453064,26.0,24,1.0651370914006735,1.6691911220550537,0.8187205195426941,10059,6259983
2022-01-21,124,566.6549762487411,10771.150472640991,143.0,86,1.3211548242682243,1.960639238357544,0.758361279964447,14294,7353850
2022-01-22,103,465.38623160123825,6994.842215061188,63.0,63,0.9254072469451682,1.4772000312805176,0.6993612051010132,10163,6039620
2022-01-23,65,290.6612230539322,5456.820898532867,60.0,60,1.1933225669623002,1.6158373355865479,0.8120165467262268,7443,3772100
2022-01-24,133,604.6053636670113,11694.400480747223,191.0,97,1.2307919543724994,1.7035952806472778,0.8519092798233032,15669,7846357
2022-01-25,148,672.8490104675293,14596.395690917969,197.0,144,1.6113885226702844,2.157226085662842,1.2584898471832275,18942,8731999
2022-01-26,111,511.504303842783,9250.949448108673,94.0,94,1.2062727654157368,1.5687671899795532,0.8190823793411255,12706,6638124
2022-01-27,106,487.24992087483406,11659.650950431824,182.0,104,1.3935476523415133,2.5997731685638428,0.7028048038482666,14643,6323359
2022-01-28,112,516.5229516029358,9323.812326669693,99.0,99,1.2523994704158468,1.5282039642333984,1.0763099193572998,12832,6615630
2022-01-29,167,766.5888316631317,15958.569910049438,165.0,165,1.397506967519545,1.6202977895736694,0.9244776368141174,21083,9948522
2022-01-30,30,136.74186021089554,2275.868016242981,21.0,21,1.147187776056335,1.6249173879623413,0.8556656837463379,3226,1774588
2022-01-31,107,474.66365563869476,7843.719108581543,93.0,93,1.142529752448525,1.5210237503051758,0.7971106767654419,11143,6160019
2022-02-01,80,368.40112352371216,8236.932168960571,99.0,71,1.1722182445521891,2.209902048110962,0.6930316090583801,10527,4780981
2022-02-02,87,391.8995201587677,7352.033351898193,76.0,76,1.0615641975782275,1.533275842666626,0.7405852675437927,10024,5085935
2022-02-03,100,461.0469886660576,7917.822514057159,71.0,71,1.254875898625867,1.5262165069580078,0.9024592638015747,11062,5983307
2022-02-04,87,393.3472514152527,7369.142113685608,70.0,70,1.3863308058348378,1.6238704919815063,0.9586337208747864,10053,5104723
2022-02-05,48,217.55078503489494,2478.9341135025024,6.0,6,0.8706055744450244,1.1410369873046875,0.7277189493179321,3876,2823298
2022-02-06,113,522.9226324558258,9251.68709564209,89.0,89,1.020973196347783,1.584272027015686,0.7821487188339233,12823,6786307
2022-02-07,105,485.51047390699387,8556.50676727295,97.0,97,1.166311022156022,1.4906026124954224,0.8650535941123962,11900,6300785
2022-02-08,93,432.41757518053055,8360.566386699677,91.0,91,1.133048095731502,1.6251795291900635,0.6452435851097107,11282,5611764
2022-02-09,98,454.1553370952606,7043.1471118927,51.0,51,1.0015843867580845,1.5853973627090454,0.7125269770622253,10047,5893869
2022-02-10,36,158.71648198366165,2670.24219417572,27.0,27,1.098742135447624,1.5191911458969116,0.8913167715072632,3771,2059767
2022-02-11,109,502.3832687139511,9444.983131408691,104.0,104,1.1206851916308862,1.5824058055877686,0.7688937187194824,12869,6519754
2022-02-12,120,549.6108911633492,8744.0515127182,93.0,93,1.0458200945948997,1.3617817163467407,0.7206575870513916,12547,7132658
2022-02-13,74,332.1722973585129,4904.8945479393005,48.0,48,1.0483191636452798,1.2572017908096313,0.8232392072677612,7222,4310816
2022-02-14,66,303.6610573530197,3960.5797872543335,15.0,15,0.9522984386874687,1.3604681491851807,0.6893777251243591,5990,3940807
2022-02-15,104,467.79416209459305,9254.664678573608,104.0,97,1.1364684527633242,1.6631910800933838,0.7290636897087097,12403,6070869
2022-02-16,34,150.23682543635368,2014.3420181274414,6.0,6,1.1154876572306325,1.4532029628753662,0.8135299682617188,3031,1949721
2022-02-17,49,224.40334296226501,4160.401371002197,44.0,44,1.2313816509270543,1.5802934169769287,0.8072202801704407,5698,2912228
2022-02-18,18,79.73708534240723,1118.360336303711,9.0,9,0.8961206557153241,1.3265920877456665,0.7224891781806946,1636,1034800
2022-02-19,101,463.8124141693115,9213.195793151855,100.0,100,1.4360131355827863,1.5816081762313843,1.1896777153015137,12360,6019195
2022-02-20,19,82.62543869018555,1215.9497299194336,12.0,12,0.931670984061356,1.2623828649520874,0.8037147521972656,1783,1072284
2022-02-21,51,240.84859776496887,3450.1192812919617,30.0,30,0.915248895535831,1.245897650718689,0.7591268420219421,5088,3125649
2022-02-22,51,230.57702440023422,4517.322182178497,44.0,44,1.2259846580526177,1.6068830490112305,0.8019558191299438,6053,2992348
2022-02-23,167,764.7837957441807,13973.547506332397,143.0,143,1.2055580965978314,1.505871057510376,0.7355341911315918,19213,9925097
2022-02-24,55,240.11889219284058,4067.393524169922,44.0,44,1.1577341813314594,1.5646798610687256,0.8617882132530212,5729,3116179
2022-02-25,59,253.17210561037064,4522.885725021362,48.0,48,1.3237942908676634,1.4455968141555786,0.7822715044021606,6276,3285579
2022-02-26,140,624.9527659416199,10308.10955619812,88.0,88,1.125562437434055,1.5474294424057007,0.8202453851699829,14582,8110418
2022-02-27,95,434.4893537759781,7493.143210411072,87.0,87,1.234266799821114,1.52881920337677,0.7747591137886047,10494,5638651
2022-02-28,76,342.64878487586975,4737.823448181152,24.0,24,1.005569104963657,1.3423393964767456,0.8461688160896301,7099,4446776
2022-03-01,48,219.66927826404572,3056.7158370018005,21.0,21,0.9783071890812421,1.351061463356018,0.8036743998527527,4570,2850791
2022-03-02,106,481.81734842061996,6880.2442536354065,61.0,61,1.0469205235482333,1.3090232610702515,0.8018383383750916,10210,6252857
2022-03-03,82,363.5460156202316,5089.712421417236,27.0,27,1.0233829965694403,1.5610029697418213,0.8208962678909302,7552,4717973
2022-03-04,50,222.82985973358154,2802.8399753570557,9.0,9,1.001206632944521,1.3276275396347046,0.793402373790741,4311,2891808
2022-03-05,47,210.28752732276917,2585.96781539917,4.0,4,0.8492231890095007,1.1857136487960815,0.7690001726150513,3987,2729038
2022-03-06,31,133.0841076374054,1491.1542234420776,1.0,1,0.8844820208696628,1.206845760345459,0.6779579520225525,2344,1727119
2022-03-07,54,243.07374107837677,3015.6992416381836,,,0.9780163048487395,1.2893929481506348,0.6864961385726929,4655,3154526
2022-03-08,47,207.09542828798294,2504.5064725875854,,,0.8480281030685133,1.0945769548416138,0.6975180506706238,3898,2687612
2022-03-09,98,438.6841142773628,6026.05041217804,30.0,30,1.0533258953950948,1.2830665111541748,0.7286379933357239,9055,5693089
2022-03-10,213,973.9693775177002,12796.890106201172,15.0,15,1.01669908419551,1.2655041217803955,0.7900112271308899,19506,12639834
2022-03-11,186,850.4384031295776,10235.669128417969,6.0,6,0.9624635132862905,1.390844464302063,0.8422669172286987,16006,11036692
2022-03-12,148,678.1051408648491,8569.586579799652,8.0,8,1.0219680310372523,1.3615000247955322,0.8761239647865295,13228,8800211
2022-03-13,205,927.6582885980606,12987.467119216919,87.0,87,1.0367276686848919,1.3333842754364014,0.7890452146530151,19424,12038825
2022-03-14,93,418.4298366308212,7129.8008489608765,87.0,87,1.1827563484911996,1.4214521646499634,0.8350275754928589,10048,5430236
2022-03-15,185,850.819947719574,16145.262573242188,181.0,181,1.3309770606899003,1.5614252090454102,0.8950589895248413,21968,11041644
2022-03-16,102,472.2302724123001,8261.964695930481,101.0,101,1.3422608768986752,1.3677489757537842,1.2867401838302612,11553,6128439
2022-03-17,167,772.7056174278259,14305.848457336426,165.0,165,1.1013307380342523,1.4652174711227417,0.8454697132110596,19644,10027903
2022-03-18,142,640.3280860185623,10239.881728172302,128.0,128,1.0812673018782728,1.3710026741027832,0.6634306311607361,14678,8309954
2022-03-19,82,379.18505573272705,6669.935651779175,72.0,72,1.0417516350441112,1.4070520401000977,0.7043928503990173,9301,4920931
2022-03-20,220,1002.4072769880295,17468.60905456543,204.0,204,1.0888540126285908,1.4421123266220093,0.7643759250640869,24435,13008891
2022-03-21,97,439.5113840699196,7911.3712458610535,88.0,88,1.207272641988094,1.513164758682251,0.6122464537620544,10933,5703825
2022-03-22,101,459.69314765930176,8588.407913208008,96.0,96,1.310907908065632,1.5764135122299194,0.7803769111633301,11741,5965737
2022-03-23,122,558.095814883709,9113.045558929443,90.0,90,1.1226342857502032,1.4872310161590576,0.6197071075439453,12881,7242772
2022-03-24,116,531.5940823554993,10189.62001132965,112.0,112,1.400304552135151,1.6145310401916504,0.8871778249740601,13824,6898842
2022-03-25,140,634.2867645025253,12214.703034877777,165.0,126,1.370552861060968,1.6863476037979126,0.973674476146698,16530,8231552
2022-03-26,59,266.0486932992935,5089.54409122467,53.0,53,1.2773062532022708,1.5854451656341553,0.8656238913536072,6902,3452687
2022-03-27,91,412.74788349866867,7693.852868080139,84.0,84,1.23978249122038,1.5485349893569946,0.7985916137695312,10517,5356498
2022-03-28,172,784.8078773617744,13858.363053798676,163.0,163,1.3391880762497634,1.6248524188995361,0.8153690695762634,19291,10184962
2022-03-29,169,762.2535357773304,13737.898600578308,147.0,147,1.4020528336786753,1.6308867931365967,0.8256599307060242,18949,9892260
2022-03-30,177,800.9739651679993,14110.56118774414,165.0,165,1.271654021493852,1.4790607690811157,0.8540457487106323,19679,10394760
2022-03-31,132,598.6426504552364,11206.610123634338,127.0,127,1.281624969667469,1.585899829864502,0.8215579390525818,15326,7768975
2022-04-01,108,495.1886405944824,9820.57689857483,128.0,94,1.3347089946982174,1.8570152521133423,0.7736960649490356,13126,6426385
2022-04-02,106,491.1043851971626,8706.907818317413,103.0,103,1.1155794678270219,1.4355087280273438,0.7406144142150879,12115,6373381
2022-04-03,100,453.6728084683418,7559.425682067871,78.0,78,1.335367147239879,1.586827278137207,0.6454179286956787,10536,5887607
2022-04-04,134,612.1716153025627,11762.091555595398,165.0,130,1.4077468191262381,1.6931904554367065,1.1543153524398804,15934,7944549
2022-04-05,87,394.82886630296707,7553.032891750336,77.0,77,1.3152125100832572,1.627342939376831,0.8029586672782898,10242,5123951
2022-04-06,21,94.96225929260254,1463.602783203125,19.0,19,1.199905514717102,1.2188217639923096,1.1809892654418945,2131,1232387
2022-04-07,152,695.4962023496628,11743.310419082642,140.0,140,1.184603829738785,1.3648749589920044,0.7930163741111755,16606,9025907
2022-04-08,95,431.0374369621277,8288.599250793457,90.0,90,1.3749893369240764,1.5747604370117188,0.9177764058113098,11234,5593853
2022-04-09,169,763.6188726425171,13463.780654907227,162.0,162,1.359770564954203,1.5211848020553589,1.2050631046295166,18771,9909979
2022-04-10,120,554.0628734230995,7775.129806518555,69.0,69,1.1408559786484342,1.4380881786346436,0.6669614315032959,11379,7190434
