Dato,Antal Aktive minutter,Kalorier (kcal),Distance (m),Hjertepoint,Hjerteminutter,Gennemsnitlig hastighed (m/s),HÃ¸jeste hastighed (m/s),Laveste hastighed (m/s),Antal skridt,Varighed af Gang (ms)
2022-04-11,160,729.4143002033234,12744.321166038513,153.0,153,1.3196516247882872,1.5871832370758057,1.1529896259307861,17816,9466084
2022-04-12,93,427.6487166285515,8060.816111564636,90.0,90,1.0088458534920879,1.5350894927978516,0.6722978353500366,10995,5549876
2022-04-13,56,255.13017106056213,4561.90664100647,52.0,52,1.2170724133941997,1.4400242567062378,0.9901350140571594,6329,3310990
2022-04-14,116,531.3561310470104,9745.926845550537,111.0,111,1.4241547559360976,1.5110856294631958,0.8081796169281006,13413,6895754
2022-04-15,148,679.6905918121338,12607.426696777344,145.0,145,1.4398628071291772,1.5428537130355835,1.382614016532898,17301,8820787
2022-04-16,137,627.097804069519,9946.433071136475,108.0,108,1.113672353605644,1.3603298664093018,0.7467270493507385,14338,8138256
2022-04-17,88,399.3208144903183,7244.668412208557,83.0,83,1.3836348254456061,1.5265603065490723,1.117178201675415,10004,5182246
2022-04-18,71,316.1666405200958,4893.376056671143,42.0,42,1.0581751966819624,1.4865589141845703,0.6956406831741333,7071,4103100
2022-04-19,100,452.39900863170624,7260.716268539429,65.0,65,1.036269052218092,1.476610541343689,0.8295257687568665,10376,5871076
2022-04-20,105,473.64728820323944,7091.43590927124,85.0,85,1.052184153954745,1.3234437704086304,0.7132804989814758,10332,6146829
2022-04-21,57,258.3276666998863,3831.792751312256,28.0,28,1.0001897428605266,1.3138443231582642,0.8011319637298584,5619,3352486
2022-04-22,111,502.09866631031036,9111.52451467514,103.0,103,1.1392395176665377,1.6161623001098633,0.7832520604133606,12581,6516061
2022-04-23,156,710.7996300458908,12411.384447097778,147.0,147,1.191512245433279,1.4897089004516602,0.7148588299751282,17360,9224509
2022-04-24,132,597.6374778747559,10018.826919555664,109.0,109,1.3184176239894352,1.5165777206420898,0.9519851803779602,14180,7755930
2022-04-25,66,300.99733579158783,5781.5357875823975,56.0,56,1.2656996935241183,1.5792555809020996,0.8124622702598572,7823,3906238
2022-04-26,140,624.6849670410156,11230.122828483582,125.0,125,1.2526839588025664,1.6254018545150757,0.5719391703605652,15544,8106943
2022-04-27,16,75.9350893497467,1071.6025323867798,5.0,5,1.044386687819528,1.3221207857131958,0.6556951999664307,1595,985459
2022-04-28,147,672.150730073452,13161.979366779327,143.0,143,1.4593463549951633,1.6475714445114136,1.2040252685546875,17734,8722937
2022-04-29,148,675.5995831489563,11782.775177001953,140.0,140,1.2903628054621945,1.4626173973083496,1.0529760122299194,16485,8767695
2022-04-30,61,272.7178619503975,4722.541566371918,53.0,53,1.2292308053050192,1.7500834465026855,0.8031298518180847,6612,3539237
2022-05-01,289,1327.0812721252441,16632.044109344482,119.0,119,0.950898510294518,1.4090505838394165,0.581602156162262,24555,17222397
2022-05-02,154,707.2093234062195,12897.884662628174,151.0,151,1.3383264313465963,1.437484622001648,1.1163222789764404,17798,9177915
2022-05-03,68,312.76926201581955,6165.701037406921,64.0,64,0.980910745086025,1.6164675951004028,0.7308529019355774,8278,4059010
2022-05-04,83,380.01078486442566,6365.025157928467,75.0,75,1.1261318062519527,1.5053831338882446,0.7893726825714111,8997,4931647
2022-05-05,73,323.8228642940521,5748.497543334961,56.0,56,1.28573147948587,1.502880334854126,1.0394071340560913,7987,4202460
2022-05-06,70,316.5369801521301,6221.255508422852,64.0,64,1.400604013026917,1.5719597339630127,1.0903301239013672,8371,4107906
2022-05-07,133,605.3329238891602,10329.179336547852,127.0,127,1.3346213428511828,1.4022409915924072,1.1401252746582031,14555,7855799
2022-05-08,33,148.1510112285614,2483.2967224121094,28.0,28,1.1522241421543313,1.3224339485168457,0.7897047400474548,3518,1922652
2022-05-09,147,676.5996740460396,12170.810842514038,136.0,136,1.150624374063248,1.5097025632858276,0.9065878987312317,16858,8780674
2022-05-10,50,229.16530442237854,4251.810886383057,47.0,47,1.2732473010459266,1.529883623123169,0.9548478126525879,5830,2974027
2022-05-11,117,530.3215717971325,9390.587808609009,104.0,104,1.2749821677688118,1.5032172203063965,0.7403433322906494,13003,6882328
2022-05-12,42,186.91225945949554,3381.353609085083,36.0,36,1.2415622562054698,1.4556571245193481,0.9511035680770874,4674,2425682
2022-05-13,194,878.4864000678062,15110.829919815063,184.0,184,1.3296674283898062,1.4827089309692383,1.16340172290802,21242,11400689
2022-05-14,74,333.5426564216614,5212.666282653809,65.0,65,1.1978127804124896,1.50896155834198,0.7345082759857178,7522,4328600
2022-05-15,103,464.73027753829956,7960.302520751953,96.0,96,1.3005146532280214,1.4360666275024414,1.2149046659469604,11207,6031107
2022-05-16,95,435.8448427915573,7989.632453918457,90.0,90,1.2672574926114724,1.5423619747161865,0.9336103796958923,10994,5656242
2022-05-17,156,709.7374132871628,12545.50386428833,149.0,149,1.261218938232603,1.5052461624145508,0.8678733706474304,17481,9210724
2022-05-18,97,441.6036854982376,8397.59831237793,94.0,94,1.4728517413389652,1.5464402437210083,1.3850589990615845,11428,5730978
2022-05-19,116,527.2382678389549,10018.30794429779,109.0,109,1.3654939721063415,1.534393072128296,0.8137832880020142,13633,6842314
2022-05-20,183,830.9582142829895,14300.719509124756,173.0,173,1.2246517988767933,1.4459644556045532,0.9475771188735962,20102,10783885
2022-05-21,155,710.0527987480164,11960.868015289307,144.0,144,1.197884845065768,1.4313064813613892,0.8265088200569153,16914,9214817
2022-05-22,72,326.93107411265373,5655.7698402404785,69.0,69,1.1411919825482382,1.4624290466308594,0.6604903936386108,7934,4242797
2022-05-23,73,328.62651014328003,5441.325925827026,64.0,64,1.1397046887147566,1.5508108139038086,0.7215589284896851,7691,4264800
2022-05-24,37,162.25641119480133,2714.582815170288,32.0,32,1.2219983899910545,1.488565444946289,0.6969674825668335,3846,2105707
2022-05-25,89,403.22251892089844,7888.828582763672,85.0,85,1.4407446359464546,1.601434588432312,1.2650279998779297,10635,5232881
2022-05-26,127,580.2719041109085,11163.528349876404,123.0,123,1.4022379826783442,1.6293432712554932,1.19133722782135,15128,7530566
2022-05-27,98,452.01835337281227,8039.361320018768,95.0,95,1.0949223478100925,1.4425976276397705,0.7672587037086487,11173,5866136
2022-05-28,154,706.0356796383858,11634.05430650711,146.0,146,1.2285068397566248,1.339089274406433,0.7807512879371643,16581,9162684
2022-05-29,18,81.11484092473984,881.5611066818237,1.0,1,0.9447149256675189,1.719595193862915,0.661766529083252,1365,1052680
2022-05-30,117,530.5886377096176,9986.187107086182,104.0,104,1.2233638523978976,1.5979074239730835,0.8354737758636475,13616,6885794
2022-05-31,50,219.53189098834991,4062.7494773864746,43.0,43,1.3397865417980952,1.5446629524230957,1.0291122198104858,5576,2849008
2022-06-01,125,567.5185906291008,10328.108446121216,120.0,120,1.2462445883068813,1.5590711832046509,0.6273771524429321,14248,7365058
2022-06-02,89,400.84292221069336,7676.774021148682,84.0,84,1.3764205098118623,1.591817021369934,1.141737937927246,10419,5201999
2022-06-03,97,444.1787223815918,8324.858362197876,92.0,92,1.1605745179806994,1.5274622440338135,0.8489620089530945,11373,5764396
2022-06-04,73,336.1834297180176,6204.606740951538,71.0,71,1.3336736519206367,1.468306303024292,0.8616777062416077,8526,4362871
2022-06-05,148,668.6361474990845,10456.303326129913,108.0,108,1.210100177740387,1.5307499170303345,0.6048256754875183,15085,8677326
2022-06-06,92,413.8688401579857,7454.584364891052,85.0,85,1.4198066375855047,1.5645983219146729,0.948620617389679,10317,5371045
2022-06-07,83,380.266748547554,7360.490700721741,80.0,80,1.2842367366214176,1.5413898229599,0.9127881526947021,9957,4934969
2022-06-08,99,452.1155853867531,6793.526971340179,72.0,72,1.032593686462822,1.4903290271759033,0.6168760657310486,9753,5867398
2022-06-09,64,293.1480484008789,5621.666656494141,63.0,63,1.4787967775240858,1.5287452936172485,1.22804856300354,7629,3804373
2022-06-10,88,400.6823071837425,7269.1723556518555,83.0,83,1.3304006322582258,1.5669234991073608,1.0242483615875244,10038,5199915
2022-06-11,177,808.4374774098396,12880.975469589233,146.0,146,1.1564686029737044,1.3194031715393066,0.895678699016571,18550,10491619
2022-06-12,113,517.0058323144913,9057.51513004303,109.0,109,1.2865470064847506,1.4489456415176392,1.147788166999817,12659,6709521
2022-06-13,90,406.53183579444885,6788.4386949539185,85.0,85,1.201529908552954,1.336182951927185,0.7354221343994141,9633,5275828
2022-06-14,92,409.7101593017578,7566.276344299316,88.0,86,1.3572537383555874,1.690246820449829,1.0210355520248413,10488,5317075
2022-06-15,213,978.9305319786072,16537.66792488098,207.0,207,1.2687984464799644,1.4511725902557373,0.9602031707763672,23382,12704218
2022-06-16,187,856.5713054537773,14036.54800415039,179.0,179,1.1597060954799623,1.359216570854187,0.6482728719711304,20039,11116283
2022-06-17,188,865.82307523489,13443.199295520782,178.0,178,1.1517447414611723,1.3081295490264893,0.6608433127403259,19484,11236349
2022-06-18,189,867.9931313991547,13347.985785484314,150.0,150,1.0398828819352643,1.3107365369796753,0.6723855137825012,19404,11264511
2022-06-19,284,1291.9955995082855,21457.450706481934,244.0,244,1.1709993136384382,1.5621861219406128,0.8728153109550476,30457,16767067
2022-06-20,109,487.77818286418915,7565.468044281006,85.0,85,1.0977617068937393,1.319620966911316,0.8702101111412048,10981,6330215
2022-06-21,125,568.4524593353271,9382.283813476562,120.0,120,1.2662144067134176,1.3247737884521484,1.1778740882873535,13368,7377177
2022-06-22,81,365.3024835586548,5320.09761428833,45.0,45,0.9853804242132314,1.3439135551452637,0.7021172046661377,7805,4740768
2022-06-23,58,263.44122898578644,3199.5795431137085,1.0,1,0.9558677750110973,1.3386178016662598,0.6894503235816956,4984,3418848
2022-06-24,158,721.9566349983215,11230.134174346924,95.0,95,1.0279701704736233,1.5061007738113403,0.7031813263893127,16183,9369301
2022-06-25,40,171.25379967689514,2095.2030668258667,1.0,1,0.9750166390548122,1.619260311126709,0.7840245366096497,3234,2222472
2022-06-26,80,368.29379761219025,4306.277374267578,,,0.8351093486144883,1.0124456882476807,0.7371566891670227,6717,4779588
2022-06-27,45,201.1247844696045,3272.238868713379,33.0,33,0.8983215925338944,1.3617075681686401,0.7777158617973328,4662,2610127
2022-06-28,71,319.3610574603081,5394.259163856506,54.0,54,0.9827973814689699,1.418969750404358,0.7097874283790588,7583,4144556
2022-06-29,160,722.2077866792679,11390.705279827118,140.0,140,1.1182532816910276,1.3469831943511963,0.7869030237197876,16440,9372560
2022-06-30,414,1892.325119972229,30107.490839004517,389.0,389,1.2127382220773981,1.4127534627914429,1.0992392301559448,43388,24557934
2022-07-01,245,1118.0661358833313,15655.143872261047,108.0,108,1.0529261972489377,1.262541651725769,0.8409068584442139,23395,14509871
2022-07-02,245,1110.589788556099,17910.19476890564,202.0,202,1.1794612179702735,1.474717378616333,1.0222907066345215,25679,14412846
2022-07-03,94,432.7049014568329,6496.393445014954,56.0,56,1.0646706756260333,1.3342373371124268,0.769115149974823,9499,5615493
2022-07-04,94,429.7268009185791,5431.169940948486,,,0.9528682821177253,1.1000722646713257,0.8008657097816467,8380,5576844
2022-07-05,42,186.12906749546528,2176.442546606064,,,0.8826195969829387,1.0535242557525635,0.7655481100082397,3419,2415518
2022-07-06,47,203.0513917207718,2754.5517253875732,16.0,16,0.977804172015999,1.295615315437317,0.7911855578422546,4149,2635130
2022-07-07,104,474.04969251155853,7727.3211460113525,83.0,83,1.2109663906166177,1.3257919549942017,0.9834334850311279,11046,6152051
2022-07-08,86,394.95762234926224,6213.652332305908,82.0,82,1.1589356844577545,1.2526662349700928,0.8866314888000488,8986,5125622
2022-07-09,203,924.7626696825027,15488.415846824646,195.0,195,1.1555204894113984,1.353812575340271,0.7144925594329834,21962,12001247
2022-07-10,223,1014.1586241722107,15440.908545732498,198.0,198,1.0826214191344063,1.3770381212234497,0.6165269613265991,22456,13161396
2022-07-11,57,257.3268692493439,4167.987321853638,54.0,54,1.1297214622224396,1.2833868265151978,0.793218195438385,5971,3339498
2022-07-12,182,834.1584065556526,12462.329142570496,135.0,135,1.079063454148092,1.304724931716919,0.733971118927002,18283,10825416
2022-07-13,38,174.57536834478378,2698.3421478271484,30.0,30,0.9773602671439183,1.3645033836364746,0.6547900438308716,3917,2265578
2022-07-14,147,678.8448414802551,11001.042617797852,137.0,137,1.11364046803991,1.471632719039917,0.7608373761177063,15753,8809811
2022-07-15,221,1010.3415069580078,16636.91467475891,192.0,177,1.2221748479637666,1.7110750675201416,0.8587561845779419,23676,13111859
2022-07-16,143,658.4454637765884,12010.33259677887,140.0,140,1.423452204879404,1.5405133962631226,1.3140003681182861,16566,8545075
2022-07-17,355,1632.3425660133362,26327.789058685303,330.0,330,1.158721712344345,1.367412805557251,0.9259425401687622,37773,21183971
2022-07-18,185,848.2284501194954,14000.39247751236,177.0,177,1.0604664358671334,1.3746556043624878,0.6742408871650696,19936,11008012
2022-07-19,177,805.9133058786392,12594.247643470764,77.0,77,1.1776672549223695,1.6079111099243164,0.9301472902297974,18216,10458861
2022-07-20,218,999.0265381634235,16320.945481300354,201.0,201,1.1286711189515968,1.3141833543777466,0.8671321272850037,23316,12965017
2022-07-21,104,473.544125020504,8142.281227111816,99.0,99,1.09857374538105,1.422029733657837,0.6582548022270203,11446,6145490
2022-07-22,123,556.9134588241577,8957.450744628906,101.0,101,1.228278223828931,1.3852591514587402,0.8697494864463806,12856,7227428
2022-07-23,168,767.0476526916027,12761.517453193665,152.0,152,1.3662520007403094,1.7049022912979126,0.8590214252471924,18105,9954476
2022-07-24,123,557.4995889663696,9311.688888549805,117.0,117,1.3272205892153732,1.410593032836914,1.1943250894546509,13218,7235035
2022-07-25,165,750.0025852918625,11659.53657245636,138.0,138,1.2166403873603606,1.3878546953201294,0.9884401559829712,16911,9733271
2022-07-26,219,1007.8310410380363,14677.623571395874,84.0,84,1.1611936409841586,1.4154620170593262,0.9291996955871582,21691,13079279
2022-07-27,194,887.6431798934937,11658.177150726318,39.0,39,0.9266449465526143,1.5050899982452393,0.6026801466941833,17647,11519523
2022-07-28,175,798.5085160136223,11962.488399505615,104.0,104,1.0867795183504732,1.4146015644073486,0.8156543970108032,17548,10362764
2022-07-29,168,766.3404834270477,10314.22761297226,34.0,34,1.0060671579358038,1.230912208557129,0.884904682636261,15623,9945299
2022-07-30,231,1057.428798675537,14747.899017333984,63.0,63,1.0322789943787678,1.3409205675125122,0.7788661122322083,22090,13722941
2022-07-31,180,825.3162070512772,12173.981516838074,111.0,111,1.088030936992298,1.420722484588623,0.5842304229736328,17881,10710665
2022-08-01,128,585.7409497499466,8914.666137695312,86.0,86,1.1187779534065854,1.3508714437484741,0.8002711534500122,12978,7601541
2022-08-02,111,519.6448573470116,8930.535381317139,111.0,111,1.095587320967565,1.4227203130722046,0.6537736654281616,12546,6743769
2022-08-03,125,565.4455925822258,9551.495554924011,117.0,117,1.2850254452331518,1.5578540563583374,0.6865615844726562,13502,7338155
2022-08-04,96,434.78903245925903,6367.959665298462,41.0,41,1.179876945079895,1.7309125661849976,0.956530749797821,9401,5642540
2022-08-05,152,705.5991580188274,12445.493078231812,151.0,151,1.3650336322329688,1.5558756589889526,1.2097710371017456,17357,9157019
2022-08-06,149,682.8706188201904,12202.861345291138,146.0,146,1.2736314082188926,1.4619780778884888,1.0297654867172241,16945,8862056
2022-08-07,171,783.7965507507324,12982.97621679306,166.0,166,1.201118597233117,1.4307646751403809,0.8375793099403381,18463,10171838
2022-08-08,88,399.70881366729736,7243.8241930007935,84.0,83,1.2208814515022588,1.7884951829910278,0.8243314623832703,10009,5187281
2022-08-09,111,506.0800151824951,8807.208679199219,107.0,107,1.27976160813923,1.4209835529327393,1.1492921113967896,12334,6567729
2022-08-10,107,481.6237026453018,8439.54274225235,102.0,102,1.3410774735677302,1.3927007913589478,1.1984076499938965,11797,6250344
2022-08-11,228,1054.3559730052948,17764.58539581299,225.0,225,1.2463279511407872,1.35379159450531,0.9218994379043579,25147,13683063
2022-08-12,134,616.6075439453125,9221.880844116211,98.0,98,1.1533567350302942,1.2953481674194336,0.6538510918617249,13436,8002117
2022-08-13,481,2212.287628173828,27904.561248779297,189.0,189,0.9288230686580181,1.266968011856079,0.6153527498245239,42030,28710295
2022-08-14,231,1070.4288350343704,14652.502835273743,143.0,143,1.0766776082716156,1.4558130502700806,0.6178185343742371,21325,13891651
2022-08-15,54,244.08564400672913,4140.913949012756,51.0,51,1.117694588168876,1.4210736751556396,0.8492317795753479,5844,3167658
2022-08-16,271,1248.024809896946,19392.005516052246,236.0,236,1.1621914018399373,1.2672665119171143,0.8363502025604248,28155,16196429
2022-08-17,181,830.0420913696289,12202.98076915741,99.0,99,1.119594474288326,1.3094156980514526,0.7901744842529297,17962,10771996
2022-08-18,137,628.0731806755066,9701.484756469727,100.0,100,1.1439204969491399,1.3774759769439697,0.8900613188743591,14095,8150914
2022-08-19,190,865.763356924057,14888.925566196442,182.0,182,1.2194744221365847,1.4039753675460815,0.7793443202972412,20930,11235574
2022-08-20,120,549.0358266830444,8501.592262268066,79.0,79,1.0830162344647114,1.390903115272522,0.7184615731239319,12338,7125195
2022-08-21,147,676.8226968050003,10954.889550685883,115.0,115,1.0936003441970592,1.4809339046478271,0.71836256980896,15464,8783568
2022-08-22,104,465.94031393527985,8337.062871932983,96.0,96,1.0983789243223963,1.4655829668045044,0.7142555117607117,11561,6046810
2022-08-23,156,706.3267003297806,12102.262118339539,141.0,141,1.2962399118809111,1.6334213018417358,0.8540909290313721,17016,9166461
2022-08-24,220,1006.9839009642601,16913.880778312683,214.0,214,1.298114466659817,1.3649139404296875,1.2478561401367188,23966,13068285
2022-08-25,265,1218.146960735321,20159.285352230072,249.0,249,1.250175019525804,1.3657339811325073,1.010585904121399,28692,15808685
2022-08-26,148,674.2199876904488,11336.631434440613,142.0,142,1.1183020142445468,1.4044686555862427,0.7933275699615479,16049,8749791
2022-08-27,155,701.0604934692383,11246.881879329681,139.0,139,1.2137967956026179,1.3402702808380127,0.8035117983818054,16153,9098118
2022-08-28,115,523.4690397381783,8457.059126853943,108.0,108,1.02331786527515,1.3019399642944336,0.7491251826286316,12120,6793398
2022-08-29,309,1422.8427629470825,22267.473390102386,199.0,199,1.1853261339232213,1.3402907848358154,1.0229582786560059,32227,18465156
2022-08-30,128,586.2742523252964,9286.654204845428,100.0,100,1.1126781646080444,1.3304443359375,0.7699460387229919,13386,7608462
2022-08-31,149,680.7966867685318,11469.681115150452,141.0,141,1.1986551585847511,1.4505553245544434,0.7928903102874756,16225,8835141
2022-09-01,122,548.443981051445,9212.92236328125,114.0,113,1.3790439708474649,3.084954261779785,0.9496684670448303,13050,7117514
2022-09-02,145,662.354336887598,11490.135890483856,139.0,139,1.4377397299257548,2.341623306274414,0.7454860806465149,16091,8595803
2022-09-03,128,582.647923707962,9260.587119579315,111.0,111,1.144858080596361,1.3676962852478027,0.6383985280990601,13308,7561401
2022-09-04,143,655.7131719589233,10280.254301071167,100.0,100,1.6483539443903976,2.1832337379455566,1.0208542346954346,14872,8509616
2022-09-05,130,598.5292516946793,10186.155696868896,126.0,126,1.1326582963344056,1.4380236864089966,0.7994924783706665,14369,7767503
2022-09-06,132,585.7034314870834,9411.211738586426,85.0,85,1.1564607599398202,1.4796117544174194,0.8563675284385681,13491,7601054
2022-09-07,66,297.11089021506075,5248.623592585619,61.0,61,1.0595484514951823,1.4101778268814087,0.7103983163833618,7302,3855801
2022-09-08,97,442.40877011111115,7683.2251949405345,92.0,92,1.1334495506868494,1.3621884525405026,0.8530063562313748,10767,5741426
2022-09-09,226,1038.9388226666667,15495.474416380086,122.0,122,1.1433379338426126,1.3196295773474704,0.8177178593450705,22747,13482984
2022-09-10,125,574.202203611111,9579.025629971913,123.0,123,1.2787259907731883,1.3318688709759763,1.1554424307575437,13599,7451795
2022-09-11,114,520.6933617777777,8759.592246126209,107.0,107,1.2839972399099007,1.3567093522618063,1.0531201578140303,12403,6757376
2022-09-12,112,516.3076677777777,8480.119511709836,104.0,104,1.0981314935469801,1.3979415156524686,0.7568316986745804,12073,6700460
2022-09-13,88,404.2713557777778,6843.542525259943,85.0,85,1.1431924315393163,1.5042415999429473,0.6823587652319479,9667,5246492
2022-09-14,69,304.5364238333333,5789.526551452248,62.0,62,1.2300434052155427,1.5859436864777106,0.9141664326592561,7875,3952167
2022-09-15,119,541.2054736111111,9342.163553216387,114.0,114,1.2386186782665254,1.3884077353636441,0.8180956319076228,13118,7023575
2022-09-16,104,475.1006683333333,7936.312020049627,99.0,99,1.1069346212269913,1.4143588100238207,0.6244612464265745,11248,6165690
2022-09-17,98,442.77470694444446,8064.610315222403,92.0,92,1.1965873582864783,1.554246040244312,0.740061312089789,11125,5746175
2022-09-18,118,527.9214811111112,8109.262636558857,97.0,97,1.0431466126444529,1.3512844666156996,0.7345575046937813,11799,6851180
2022-09-19,71,328.0841392777778,5632.693389499627,57.0,57,1.1412578149616166,1.4900504896865763,0.7564603979826877,7898,4257761
2022-09-20,119,539.8827379444444,8642.46625489618,109.0,109,1.1100251992847,1.3085622878058338,0.7994436913526506,12425,7006409
2022-09-21,268,1228.020673,20542.709600779715,240.0,240,1.2321572701167347,1.3842067064929064,0.843043651824513,29133,15936822
2022-09-22,152,692.932177611111,10380.99525217524,82.0,82,1.09667124390144,1.2567691526032696,0.8279379999340662,15241,8992631
2022-09-23,275,1263.3382392777776,19128.17624259634,239.0,239,1.1147427107376602,1.3063760486152496,0.6034648372348961,27695,16395161
2022-09-24,113,500.4955595555556,7336.75390316395,82.0,82,1.0175690132090416,1.292165881185944,0.6040951918802447,10687,6495256
2022-09-25,175,795.7260610000002,12985.848417778387,165.0,165,1.0866396101141296,1.3898572036269803,0.6981939433167466,18543,10326654
2022-09-26,377,1729.476807111111,26123.40260475274,279.0,279,1.0643691176884278,1.3762241406943927,0.5970928419438576,37772,22444544
2022-09-27,100,454.31708977777777,6948.2803396463105,86.0,86,1.1025886117292611,1.2719913045233555,0.7089785655028282,10134,5895968
2022-09-28,164,753.8317259999999,13271.889058887771,157.0,157,1.1917282926621813,1.4699547688199657,0.7825229388382082,18501,9782964
2022-09-29,97,446.28844027777774,8377.386526204951,95.0,95,1.4012422189178182,1.5336007772766223,1.0364674087354764,11450,5791775
2022-09-30,159,727.528658,12795.597493631554,153.0,153,1.1540229454073059,1.4415825077422053,0.6566193265681706,17843,9441612
2022-10-01,197,900.9186838333334,15232.172632006932,183.0,182,1.2835068155006821,2.030672273596931,0.8468239666124564,21510,11691807
2022-10-02,160,741.2225860555554,11883.456565367349,141.0,141,1.079040184898805,1.319914413262211,0.8953207798097446,17080,9619327
2022-10-03,53,236.95862455555553,3619.1362914820684,47.0,47,1.0178860799180647,1.2521387946289435,0.6796717844671047,5269,3075166
2022-10-04,151,687.502612,11253.705254340714,142.0,142,1.2014614942860546,1.4876102967395466,0.7891731873372246,16062,8922168
2022-10-05,115,524.2652720555556,9482.23398764704,106.0,106,1.2195169856708887,1.639722238184951,0.7131615154238791,13089,6803731
2022-10-06,97,439.25033994444436,8023.766167273611,91.0,91,1.2091028551464211,1.5353266196519626,0.721446990534855,11046,5700437
